room_id,april_tag_family,april_tag_id,tag_size_m,printed_bitmap_extent_m,qr_payload,qr_core_size_m,card_file
room8,tagStandard41h12,1,0.095,0.171,AAG-FP2-ZONE:room8,0.05,aag_fp2_room8_hybrid_reference_a4.svg
